GeneName	Geneid	type
KEL	ENSG00000197993	gene
OR9A2	ENSG00000179468	gene
OR9P1P	ENSG00000239293	gene
OR6V1	ENSG00000225781	gene
OR6W1P	ENSG00000179420	gene
PIP	ENSG00000159763	gene
TAS2R39	ENSG00000236398	gene
TAS2R40	ENSG00000221937	gene
AC073342.1	ENSG00000268170	gene
GSTK1	ENSG00000197448	gene
AC073342.12	ENSG00000231840	gene
TMEM139	ENSG00000178826	gene
CASP2	ENSG00000106144	gene
Metazoa_SRP	ENSG00000239419	gene
Metazoa_SRP	ENSG00000240322	gene
HINT1P1	ENSG00000231531	gene
CLCN1	ENSG00000188037	gene
FAM131B	ENSG00000159784	gene
AC093673.5	ENSG00000232533	gene
ZYX	ENSG00000159840	gene
EPHA1	ENSG00000146904	gene
EPHA1-AS1	ENSG00000229153	gene
TAS2R62P	ENSG00000234066	gene
TAS2R60	ENSG00000185899	gene
TAS2R41	ENSG00000221855	gene
OR2R1P	ENSG00000236853	gene
OR10AC1P	ENSG00000176510	gene
AC073264.10	ENSG00000229977	gene
PAICSP5	ENSG00000229877	gene
CTAGE15P	ENSG00000176227	gene
U6	ENSG00000252037	gene
AC073264.6	ENSG00000230556	gene
FAM115B	ENSG00000223459	gene
FAM115C	ENSG00000170379	gene
FAM115D	ENSG00000159860	gene
RP11-61L23.2	ENSG00000253882	gene
U6	ENSG00000252523	gene
CTAGE6P	ENSG00000176366	gene
PAICSP6	ENSG00000241136	gene
RP11-307I2.1	ENSG00000232145	gene
FAM115A	ENSG00000198420	gene
OR2F2	ENSG00000221910	gene
RP4-669B10.3	ENSG00000243583	gene
OR2F1	ENSG00000213215	gene
OR2Q1P	ENSG00000237958	gene
RP4-669B10.4	ENSG00000242280	gene
OR6B1	ENSG00000221813	gene
OR2A5	ENSG00000221836	gene
OR2A25	ENSG00000221933	gene
OR2A41P	ENSG00000239967	gene
OR2A12	ENSG00000221858	gene
OR2A2	ENSG00000221989	gene
OR2A15P	ENSG00000239981	gene
OR2A14	ENSG00000221938	gene
OR2A13P	ENSG00000235614	gene
OR2A3P	ENSG00000183122	gene
OR2AO1P	ENSG00000240621	gene
AC004889.1	ENSG00000256178	gene
CTAGE4	ENSG00000225932	gene
ARHGEF35	ENSG00000213214	gene
RP4-545C24.1	ENSG00000244198	gene
OR2A42	ENSG00000212807	gene
OR2A20P	ENSG00000170356	gene
RP4-798C17.6	ENSG00000244479	gene
OR2A7	ENSG00000243896	gene
CTAGE8	ENSG00000244693	gene
RP4-798C17.5	ENSG00000204959	gene
OR2A9P	ENSG00000228960	gene
OR2A1	ENSG00000221970	gene
ARHGEF5	ENSG00000050327	gene
NOBOX	ENSG00000106410	gene
RP4-545C24.5	ENSG00000242978	gene
U6atac	ENSG00000221507	gene
TPK1	ENSG00000196511	gene
EEF1A1P10	ENSG00000243746	gene
7SK	ENSG00000200673	gene
AC073310.3	ENSG00000236343	gene
AC073310.4	ENSG00000214035	gene
AC073331.2	ENSG00000225918	gene
AC004911.2	ENSG00000226592	gene
AC073055.2	ENSG00000231839	gene
AC006007.1	ENSG00000230746	gene
Metazoa_SRP	ENSG00000264018	gene
CNTNAP2	ENSG00000174469	gene
AC084872.1	ENSG00000221766	gene
AC006004.1	ENSG00000236795	gene
DUTP3	ENSG00000226857	gene
RANP2	ENSG00000232391	gene
MIR548F4	ENSG00000221442	gene
AC005518.2	ENSG00000230190	gene
U6	ENSG00000207318	gene
RNA5SP249	ENSG00000251936	gene
Metazoa_SRP	ENSG00000242266	gene
U3	ENSG00000199370	gene
Metazoa_SRP	ENSG00000243374	gene
AC005229.5	ENSG00000213210	gene
C7orf33	ENSG00000170279	gene
AC005229.7	ENSG00000213209	gene
CUL1	ENSG00000055130	gene
AC005229.1	ENSG00000264918	gene
EZH2	ENSG00000106462	gene
RNU7-20P	ENSG00000251712	gene
Metazoa_SRP	ENSG00000239468	gene
RNY5	ENSG00000252310	gene
RNY4	ENSG00000252316	gene
RNY3	ENSG00000202354	gene
RNY1	ENSG00000201098	gene
PDIA4	ENSG00000155660	gene
U6	ENSG00000202528	gene
COX6B1P1	ENSG00000234565	gene
ZNF786	ENSG00000197362	gene
ZNF425	ENSG00000204947	gene
Metazoa_SRP	ENSG00000240877	gene
ZNF398	ENSG00000197024	gene
RP4-800G7.1	ENSG00000239719	gene
ZNF282	ENSG00000170265	gene
ZNF212	ENSG00000170260	gene
ZNF783	ENSG00000204946	gene
RP4-800G7.2	ENSG00000244560	gene
SNORD112	ENSG00000252557	gene
AC004941.5	ENSG00000231397	gene
NPM1P12	ENSG00000215311	gene
AC004941.3	ENSG00000228151	gene
RP11-143I21.1	ENSG00000261842	gene
ZNF777	ENSG00000196453	gene
ZNF746	ENSG00000181220	gene
ZNF767	ENSG00000133624	gene
KRBA1	ENSG00000133619	gene
ZNF467	ENSG00000181444	gene
SSPO	ENSG00000197558	gene
ZNF862	ENSG00000106479	gene
ATP6V0E2-AS1	ENSG00000204934	gene
ATP6V0E2	ENSG00000171130	gene
RP11-728K20.1	ENSG00000224016	gene
RP11-728K20.2	ENSG00000260555	gene
RP11-545G3.1	ENSG00000241449	gene
ACTR3C	ENSG00000106526	gene
LRRC61	ENSG00000127399	gene
C7orf29	ENSG00000188707	gene
RARRES2	ENSG00000106538	gene
RP4-584D14.7	ENSG00000261305	gene
RP4-584D14.5	ENSG00000240449	gene
REPIN1	ENSG00000214022	gene
ZNF775	ENSG00000196456	gene
RP4-584D14.6	ENSG00000239377	gene
RP11-511P7.2	ENSG00000242258	gene
GIMAP8	ENSG00000171115	gene
STRADBP1	ENSG00000213205	gene
GIMAP7	ENSG00000179144	gene
ALDH7A1P3	ENSG00000243853	gene
GIMAP4	ENSG00000133574	gene
RP11-632K21.3	ENSG00000232361	gene
GIMAP6	ENSG00000133561	gene
GIMAP2	ENSG00000106560	gene
GIMAP1	ENSG00000213203	gene
GIMAP5	ENSG00000196329	gene
RP5-1051J4.6	ENSG00000177590	gene
RP5-1051J4.4	ENSG00000241134	gene
TMEM176B	ENSG00000106565	gene
TMEM176A	ENSG00000002933	gene
ABP1	ENSG00000002726	gene
KCNH2	ENSG00000055118	gene
NOS3	ENSG00000164867	gene
ATG9B	ENSG00000181652	gene
ABCB8	ENSG00000197150	gene
RP11-148K1.10	ENSG00000243433	gene
ASIC3	ENSG00000213199	gene
CDK5	ENSG00000164885	gene
SLC4A2	ENSG00000164889	gene
RP11-148K1.12	ENSG00000244151	gene
FASTK	ENSG00000164896	gene
TMUB1	ENSG00000164897	gene
AGAP3	ENSG00000133612	gene
GBX1	ENSG00000164900	gene
ASB10	ENSG00000146926	gene
IQCA1P1	ENSG00000183016	gene
ABCF2	ENSG00000033050	gene
CHPF2	ENSG00000033100	gene
MIR671	ENSG00000211517	gene
SMARCD3	ENSG00000082014	gene
RP5-1070G24.2	ENSG00000243018	gene
NUB1	ENSG00000013374	gene
WDR86	ENSG00000187260	gene
WDR86-AS1	ENSG00000243836	gene
RP4-555L14.4	ENSG00000241456	gene
CRYGN	ENSG00000127377	gene
MIR3907	ENSG00000265810	gene
Metazoa_SRP	ENSG00000241959	gene
RHEB	ENSG00000106615	gene
ETF1P2	ENSG00000240132	gene
PRKAG2	ENSG00000106617	gene
RP13-452N2.1	ENSG00000242048	gene
PRKAG2-AS1	ENSG00000239911	gene
U6	ENSG00000212219	gene
Y_RNA	ENSG00000222941	gene
RP11-796I2.1	ENSG00000227562	gene
GALNTL5	ENSG00000106648	gene
GALNT11	ENSG00000178234	gene
snoU13	ENSG00000239045	gene
RP5-981O7.2	ENSG00000229591	gene
YBX1P4	ENSG00000213188	gene
MLL3	ENSG00000055609	gene
RP11-208G20.2	ENSG00000204894	gene
SEPT7P6	ENSG00000241007	gene
Y_RNA	ENSG00000253088	gene
FABP5P3	ENSG00000241735	gene
AC005631.1	ENSG00000221454	gene
CCT8L1P	ENSG00000020219	gene
RP5-1129J21.3	ENSG00000261455	gene
AC104843.4	ENSG00000231139	gene
RNA5SP250	ENSG00000199404	gene
snoU13	ENSG00000238557	gene
AC104843.3	ENSG00000225416	gene
SNORA26	ENSG00000212590	gene
XRCC2	ENSG00000196584	gene
Metazoa_SRP	ENSG00000265439	gene
ATP5F1P3	ENSG00000214003	gene
Metazoa_SRP	ENSG00000244328	gene
ACTR3B	ENSG00000133627	gene
AF104455.1	ENSG00000265275	gene
AC079809.2	ENSG00000224104	gene
AC073236.3	ENSG00000234722	gene
AC091652.2	ENSG00000233489	gene
DPP6	ENSG00000130226	gene
AC005588.2	ENSG00000226509	gene
AC006019.3	ENSG00000203335	gene
AC006019.4	ENSG00000233363	gene
RP11-476H24.1	ENSG00000236408	gene
AC093726.6	ENSG00000214106	gene
PAXIP1	ENSG00000157212	gene
AC093726.4	ENSG00000220575	gene
HTR5A	ENSG00000157219	gene
AC092628.3	ENSG00000228806	gene
7SK	ENSG00000201066	gene
AC099552.4	ENSG00000217825	gene
AC099552.3	ENSG00000228521	gene
AC099552.2	ENSG00000225612	gene
INSIG1	ENSG00000186480	gene
BLACE	ENSG00000204960	gene
AC008060.7	ENSG00000218672	gene
RP5-912I13.1	ENSG00000260426	gene
AC008060.8	ENSG00000236544	gene
EN2	ENSG00000164778	gene
CNPY1	ENSG00000146910	gene
AC008060.5	ENSG00000227365	gene
AC009403.2	ENSG00000216895	gene
RBM33	ENSG00000184863	gene
SHH	ENSG00000164690	gene
AC104133.1	ENSG00000221113	gene
AC021218.2	ENSG00000204876	gene
Y_RNA	ENSG00000207061	gene
AC073133.2	ENSG00000228569	gene
AC073133.1	ENSG00000233878	gene
AC073871.2	ENSG00000182648	gene
RP5-982E9.1	ENSG00000241558	gene
AC005534.6	ENSG00000234450	gene
C7orf13	ENSG00000244291	gene
RNF32	ENSG00000105982	gene
AC005534.8	ENSG00000224903	gene
AC005534.9	ENSG00000225666	gene
LMBR1	ENSG00000105983	gene
U4	ENSG00000206938	gene
RP5-1121A15.3	ENSG00000230033	gene
NOM1	ENSG00000146909	gene
MNX1	ENSG00000130675	gene
RP5-1121A15.4	ENSG00000235029	gene
RP5-1121A15.1	ENSG00000243479	gene
RP4-639J15.1	ENSG00000236102	gene
RP4-639J15.2	ENSG00000229365	gene
AC004898.1	ENSG00000269539	gene
AC006967.1	ENSG00000269446	gene
UBE3C	ENSG00000009335	gene
RP4-814D15.2	ENSG00000225224	gene
RP4-814D15.1	ENSG00000236018	gene
RP5-1142J19.2	ENSG00000224629	gene
RP5-1142J19.1	ENSG00000229660	gene
Metazoa_SRP	ENSG00000266453	gene
DNAJB6	ENSG00000105993	gene
AC006372.4	ENSG00000234210	gene
AC006372.5	ENSG00000223872	gene
AC006372.6	ENSG00000233191	gene
AC006372.1	ENSG00000236669	gene
PTPRN2	ENSG00000155093	gene
MIR153-2	ENSG00000207960	gene
AC005481.5	ENSG00000222012	gene
AC006003.3	ENSG00000231515	gene
AC011899.9	ENSG00000233038	gene
AC011899.10	ENSG00000231980	gene
MIR595	ENSG00000207637	gene
AC078942.1	ENSG00000225365	gene
AC093662.5	ENSG00000232715	gene
MIR5707	ENSG00000265598	gene
THAP5P1	ENSG00000224324	gene
NCAPG2	ENSG00000146918	gene
AC019084.7	ENSG00000228030	gene
ESYT2	ENSG00000117868	gene
WDR60	ENSG00000126870	gene
LINC00689	ENSG00000231419	gene
VIPR2	ENSG00000106018	gene
PIP5K1P2	ENSG00000229435	gene
U6	ENSG00000251841	gene
SRY	ENSG00000184895	gene
RNASEH2CP1	ENSG00000237659	gene
TOMM22P2	ENSG00000232195	gene
RPS4Y1	ENSG00000129824	gene
AC006157.2	ENSG00000251037	gene
HSFY3P	ENSG00000227289	gene
NAP1L1P2	ENSG00000229163	gene
ZFY	ENSG00000067646	gene
ZFY-AS1	ENSG00000233070	gene
EEF1A1P41	ENSG00000223600	gene
LINC00278	ENSG00000231535	gene
AGPAT5P1	ENSG00000234652	gene
PRRC2CP1	ENSG00000216777	gene
TGIF2LY	ENSG00000176679	gene
USP12PY	ENSG00000232927	gene
RNF19BPY	ENSG00000225653	gene
AC012078.2	ENSG00000218410	gene
UBE2V1P3	ENSG00000229518	gene
AC010084.1	ENSG00000229308	gene
U6	ENSG00000252900	gene
SERBP1P2	ENSG00000225878	gene
PCDH11Y	ENSG00000099715	gene
U2	ENSG00000252468	gene
VDAC1P6	ENSG00000231341	gene
EIF4A1P2	ENSG00000235001	gene
AC012067.1	ENSG00000269464	gene
KRT18P10	ENSG00000214207	gene
AC012667.1	ENSG00000252059	gene
RPL26P37	ENSG00000235175	gene
AC010874.1	ENSG00000251879	gene
DLGAP5P1	ENSG00000237195	gene
AC006335.2	ENSG00000251275	gene
TTTY23B	ENSG00000237069	gene
AC006335.6	ENSG00000250204	gene
TSPY2	ENSG00000168757	gene
FAM197Y9	ENSG00000234830	gene
AC006335.7	ENSG00000250047	gene
TSPY11P	ENSG00000238235	gene
TSPY19P	ENSG00000234583	gene
AC006335.10	ENSG00000235094	gene
AC006335.11	ENSG00000242879	gene
AC006335.12	ENSG00000234659	gene
RBMY2GP	ENSG00000223744	gene
LINC00280	ENSG00000229643	gene
TTTY1B	ENSG00000129816	gene
TTTY2B	ENSG00000212856	gene
TTTY21B	ENSG00000237563	gene
TTTY7	ENSG00000147753	gene
TTTY8B	ENSG00000185700	gene
AC010154.2	ENSG00000235895	gene
TSPY17P	ENSG00000232620	gene
SRIP3	ENSG00000224953	gene
GOT2P5	ENSG00000233634	gene
AMELY	ENSG00000099721	gene
ATP5JP1	ENSG00000237701	gene
TBL1Y	ENSG00000092377	gene
GPR143P	ENSG00000232583	gene
PRKY	ENSG00000099725	gene
7SK	ENSG00000252633	gene
Y_RNA	ENSG00000251996	gene
U6	ENSG00000252155	gene
U6	ENSG00000252472	gene
RBMY2HP	ENSG00000238073	gene
AC007274.2	ENSG00000223422	gene
TSPY12P	ENSG00000236435	gene
AC007274.5	ENSG00000236690	gene
TTTY16	ENSG00000225520	gene
RFTN1P1	ENSG00000241916	gene
AC007275.2	ENSG00000234795	gene
TTTY12	ENSG00000237048	gene
ZNF92P1Y	ENSG00000215603	gene
ZNF736P8Y	ENSG00000244246	gene
BPY2DP	ENSG00000229745	gene
ZNF736P7Y	ENSG00000241200	gene
ZNF736P9Y	ENSG00000239893	gene
RBMY2JP	ENSG00000227204	gene
RBMY2KP	ENSG00000225809	gene
TSPY24P	ENSG00000215601	gene
ZNF736P6Y	ENSG00000224634	gene
MTND6P1	ENSG00000223955	gene
MTCYBP1	ENSG00000234179	gene
MTND1P1	ENSG00000226529	gene
MTND2P3	ENSG00000234850	gene
TRIM60P3Y	ENSG00000227830	gene
ZNF736P10Y	ENSG00000216824	gene
LINC00279	ENSG00000232348	gene
TTTY18	ENSG00000233699	gene
TTTY19	ENSG00000232419	gene
TTTY11	ENSG00000180910	gene
AC007967.2	ENSG00000228207	gene
AC007967.3	ENSG00000173357	gene
AC007967.4	ENSG00000230025	gene
OFD1P3Y	ENSG00000231988	gene
CDY3P	ENSG00000232235	gene
USP9YP22	ENSG00000224408	gene
USP9YP4	ENSG00000238154	gene
TCEB1P4	ENSG00000232924	gene
RBMY1A3P	ENSG00000197038	gene
TTTY20	ENSG00000232808	gene
TSPY4	ENSG00000233803	gene
FAM197Y8	ENSG00000225560	gene
TSPY8	ENSG00000229549	gene
FAM197Y7	ENSG00000228383	gene
TSPY3	ENSG00000228927	gene
TSPY7P	ENSG00000188656	gene
FAM197Y6	ENSG00000237802	gene
TSPY1	ENSG00000258992	gene
AC006156.1	ENSG00000225516	gene
TSPY6P	ENSG00000238074	gene
FAM197Y3	ENSG00000230066	gene
FAM197Y2	ENSG00000234803	gene
TSPY10	ENSG00000236424	gene
FAM197Y1	ENSG00000224336	gene
TSPY15P	ENSG00000236786	gene
RBMY3AP	ENSG00000231436	gene
TSPY25P	ENSG00000234110	gene
TSPY16P	ENSG00000226223	gene
AC017019.1	ENSG00000232617	gene
TTTY8	ENSG00000183385	gene
TTTY7B	ENSG00000147761	gene
TTTY21	ENSG00000228890	gene
TTTY2	ENSG00000212855	gene
TTTY1	ENSG00000129845	gene
TTTY22	ENSG00000224075	gene
AC010891.2	ENSG00000228379	gene
RBMY2NP	ENSG00000229208	gene
TSPY18P	ENSG00000231874	gene
TSPY13P	ENSG00000187657	gene
TTTY23	ENSG00000239225	gene
RBMY2OP	ENSG00000234950	gene
RBMY2QP	ENSG00000236718	gene
TSPY20P	ENSG00000243643	gene
TSPY5P	ENSG00000225685	gene
AC006987.4	ENSG00000235193	gene
RNA5SP518	ENSG00000251766	gene
AC006987.5	ENSG00000235691	gene
RNA5SP519	ENSG00000252289	gene
AC006987.6	ENSG00000226975	gene
AC006987.7	ENSG00000231411	gene
PCMTD1P1	ENSG00000226061	gene
CDC27P2	ENSG00000237447	gene
AC010970.1	ENSG00000251966	gene
RNA45S5	ENSG00000225840	gene
RNA5-8SP6	ENSG00000251705	gene
AC134878.2	ENSG00000263502	gene
AC134878.1	ENSG00000252855	gene
DUX4L16	ENSG00000258567	gene
RP11-886I11.2	ENSG00000259154	gene
RP11-886I11.3	ENSG00000259029	gene
RP11-886I11.4	ENSG00000258991	gene
SLC9B1P1	ENSG00000183704	gene
RCC2P1	ENSG00000234385	gene
AC011293.1	ENSG00000265161	gene
ASS1P6	ENSG00000215583	gene
MXRA5P1	ENSG00000235649	gene
RPS24P1	ENSG00000236477	gene
ARSFP1	ENSG00000232226	gene
Metazoa_SRP	ENSG00000243980	gene
FAM8A4P	ENSG00000232730	gene
ARSEP1	ENSG00000224060	gene
AC002992.4	ENSG00000239204	gene
ARSDP1	ENSG00000225117	gene
GYG2P1	ENSG00000206159	gene
AC002992.1	ENSG00000252586	gene
XGPY	ENSG00000227447	gene
SHROOM2P1	ENSG00000226863	gene
MED14P1	ENSG00000233774	gene
TTTY15	ENSG00000233864	gene
USP9Y	ENSG00000114374	gene
CDY4P	ENSG00000228411	gene
DDX3Y	ENSG00000067048	gene
CASKP1	ENSG00000234059	gene
SFPQP1	ENSG00000224035	gene
TAB3P1	ENSG00000235462	gene
DPPA2P1	ENSG00000223915	gene
UTY	ENSG00000183878	gene
PSMA6P1	ENSG00000215414	gene
AC010877.1	ENSG00000269291	gene
AC006371.1	ENSG00000252694	gene
TMSB4Y	ENSG00000154620	gene
KALP	ENSG00000241859	gene
AC006370.2	ENSG00000227822	gene
VCY1B	ENSG00000129864	gene
VCY	ENSG00000129862	gene
PNPLA4P1	ENSG00000235451	gene
AC010723.2	ENSG00000266220	gene
AC010723.1	ENSG00000223517	gene
NLGN4Y	ENSG00000165246	gene
AGKP1	ENSG00000226555	gene
NLGN4Y-AS1	ENSG00000228787	gene
MED13P1	ENSG00000236131	gene
CYCSP46	ENSG00000227949	gene
AC006989.2	ENSG00000224518	gene
HDHD1P1	ENSG00000234620	gene
STSP1	ENSG00000227166	gene
AC017020.1	ENSG00000252664	gene
SNORA20	ENSG00000252689	gene
U6	ENSG00000252173	gene
AC053516.1	ENSG00000265197	gene
U6	ENSG00000252323	gene
SURF6P1	ENSG00000228518	gene
FAM41AY1	ENSG00000224989	gene
TUBB1P2	ENSG00000228578	gene
FAM224B	ENSG00000230663	gene
RNA5SP520	ENSG00000252315	gene
RNA5SP521	ENSG00000252012	gene
AC068704.1	ENSG00000234879	gene
KIAA0664P1	ENSG00000238191	gene
AC068704.2	ENSG00000252038	gene
TAF9P1	ENSG00000226353	gene
CDY5P	ENSG00000226449	gene
AC007742.3	ENSG00000225896	gene
PRYP1	ENSG00000224166	gene
ACTG1P2	ENSG00000229129	gene
AC007742.7	ENSG00000250868	gene
USP9YP23	ENSG00000223555	gene
USP9YP27	ENSG00000235521	gene
U1	ENSG00000252513	gene
TRAPPC2P3	ENSG00000224964	gene
OFD1P1Y	ENSG00000226011	gene
TCEB1P6	ENSG00000225740	gene
CDY2B	ENSG00000129873	gene
CDY6P	ENSG00000229138	gene
USP9YP7	ENSG00000224485	gene
USP9YP6	ENSG00000226116	gene
CDY7P	ENSG00000237558	gene
USP9YP34	ENSG00000233378	gene
USP9YP32	ENSG00000237616	gene
CDY8P	ENSG00000224033	gene
CDY2A	ENSG00000182415	gene
TCEB1P12	ENSG00000230412	gene
OFD1P2Y	ENSG00000226611	gene
TRAPPC2P8	ENSG00000225895	gene
USP9YP15	ENSG00000233120	gene
U1	ENSG00000252166	gene
USP9YP16	ENSG00000232744	gene
AC024183.3	ENSG00000244646	gene
ACTG1P11	ENSG00000229465	gene
PRYP2	ENSG00000231311	gene
TCEB1P26	ENSG00000236599	gene
CDY9P	ENSG00000232899	gene
TAF9P2	ENSG00000229302	gene
KIAA0664P2	ENSG00000228945	gene
AC007241.1	ENSG00000252439	gene
AC007241.3	ENSG00000223682	gene
FAM224A	ENSG00000233522	gene
RNA5SP522	ENSG00000251953	gene
RNA5SP523	ENSG00000252667	gene
TUBB1P1	ENSG00000249726	gene
FAM41AY2	ENSG00000226362	gene
TCEB1P13	ENSG00000225716	gene
OFD1P4Y	ENSG00000229406	gene
USP9YP14	ENSG00000227494	gene
U1	ENSG00000252209	gene
USP9YP5	ENSG00000249634	gene
AC022486.1	ENSG00000251510	gene
XKRYP1	ENSG00000238067	gene
PRYP5	ENSG00000233546	gene
TCEB1P7	ENSG00000230377	gene
USP9YP1	ENSG00000250951	gene
HSFY1	ENSG00000172468	gene
GPM6BP1	ENSG00000230458	gene
TTTY9B	ENSG00000131007	gene
OFD1P5Y	ENSG00000240438	gene
RAB9AP4	ENSG00000235479	gene
TRAPPC2P7	ENSG00000249606	gene
OFD1P6Y	ENSG00000242153	gene
TTTY9A	ENSG00000131009	gene
HSFY2	ENSG00000169953	gene
GPM6BP2	ENSG00000236429	gene
AC007379.5	ENSG00000248395	gene
USP9YP2	ENSG00000249501	gene
TCEB1P14	ENSG00000228193	gene
PRYP6	ENSG00000248573	gene
XKRYP2	ENSG00000230904	gene
USP9YP10	ENSG00000238135	gene
USP9YP28	ENSG00000224151	gene
U1	ENSG00000251970	gene
OFD1P7Y	ENSG00000238088	gene
MTCYBP2	ENSG00000217179	gene
TTTY14	ENSG00000176728	gene
ZNF839P1	ENSG00000217896	gene
CD24P4	ENSG00000185275	gene
U6	ENSG00000252766	gene
GAPDHP19	ENSG00000234529	gene
BCORP1	ENSG00000215580	gene
TXLNG2P	ENSG00000131002	gene
AC009977.1	ENSG00000269084	gene
RP11-576C2.1	ENSG00000267793	gene
RP11-424G14.1	ENSG00000260197	gene
KDM5D	ENSG00000012817	gene
RCC2P2	ENSG00000237997	gene
ZNF886P	ENSG00000232522	gene
ZNF885P	ENSG00000228764	gene
TTTY10	ENSG00000229236	gene
EIF1AY	ENSG00000198692	gene
TBL1YP1	ENSG00000225624	gene
RPS4Y2	ENSG00000157828	gene
HSFY4P	ENSG00000224482	gene
AC009494.3	ENSG00000216844	gene
GAPDHP17	ENSG00000229551	gene
TMEM167AP1	ENSG00000226504	gene
RP11-65G9.1	ENSG00000254488	gene
TOMM22P1	ENSG00000237427	gene
NEFLP1	ENSG00000232634	gene
AC010086.1	ENSG00000226918	gene
CYorf17	ENSG00000183146	gene
AC010086.4	ENSG00000223637	gene
RBMY2EP	ENSG00000242300	gene
AC010086.5	ENSG00000236615	gene
RBMY2TP	ENSG00000237269	gene
AC010141.1	ENSG00000235719	gene
TSPY14P	ENSG00000169849	gene
RBMY1HP	ENSG00000169811	gene
AC010141.4	ENSG00000242393	gene
RBMY1B	ENSG00000242875	gene
RBMY1A1	ENSG00000234414	gene
AC010141.6	ENSG00000228257	gene
AC010141.8	ENSG00000227989	gene
TTTY13	ENSG00000184991	gene
CDY10P	ENSG00000226042	gene
USP9YP3	ENSG00000237023	gene
USP9YP8	ENSG00000229416	gene
CDY11P	ENSG00000230029	gene
AC007322.1	ENSG00000229725	gene
RBMY1E	ENSG00000242389	gene
RBMY1D	ENSG00000244395	gene
AC007322.3	ENSG00000251618	gene
AC007322.5	ENSG00000227444	gene
RBMY2AP	ENSG00000226092	gene
AC007322.7	ENSG00000237968	gene
OFD1P8Y	ENSG00000231159	gene
HSFY5P	ENSG00000232475	gene
USP9YP17	ENSG00000229553	gene
CDY12P	ENSG00000228850	gene
TCEB1P15	ENSG00000232029	gene
PRY2	ENSG00000169807	gene
AC007359.6	ENSG00000236951	gene
TTTY6B	ENSG00000131548	gene
RBMY1F	ENSG00000169800	gene
TSPY23P	ENSG00000229159	gene
RBMY2UP	ENSG00000225615	gene
RBMY1KP	ENSG00000229234	gene
TTTY5	ENSG00000215560	gene
TSPY22P	ENSG00000229940	gene
RBMY1J	ENSG00000226941	gene
RBMY2FP	ENSG00000243040	gene
TTTY25P	ENSG00000259247	gene
TSPY21P	ENSG00000237902	gene
AC008175.1	ENSG00000235059	gene
TTTY6	ENSG00000131538	gene
PRY	ENSG00000169789	gene
TCEB1P8	ENSG00000234131	gene
CDY13P	ENSG00000224873	gene
USP9YP24	ENSG00000230814	gene
HSFY7P	ENSG00000228571	gene
OFD1P9Y	ENSG00000230476	gene
RBMY2BP	ENSG00000224657	gene
AC008175.10	ENSG00000250136	gene
AC016694.2	ENSG00000224917	gene
RBMY2WP	ENSG00000230727	gene
TTTY17A	ENSG00000228240	gene
ZNF736P11Y	ENSG00000215537	gene
TTTY4	ENSG00000226906	gene
BPY2	ENSG00000183753	gene
AC006366.3	ENSG00000244000	gene
TRIM60P8Y	ENSG00000232764	gene
ZNF736P3Y	ENSG00000233126	gene
TRIM60P9Y	ENSG00000227251	gene
DAZ1	ENSG00000188120	gene
DAZ2	ENSG00000205944	gene
PPP1R12BP2	ENSG00000205936	gene
SNORA70	ENSG00000251925	gene
REREP1Y	ENSG00000225189	gene
AC009947.2	ENSG00000230073	gene
AC009947.3	ENSG00000215540	gene
AC009947.4	ENSG00000197955	gene
AC009947.5	ENSG00000236647	gene
OFD1P10Y	ENSG00000225466	gene
HSFY6P	ENSG00000224169	gene
USP9YP18	ENSG00000223407	gene
CDY14P	ENSG00000226873	gene
TCEB1P16	ENSG00000227915	gene
PRYP3	ENSG00000169763	gene
AC016752.1	ENSG00000267935	gene
XKRYP3	ENSG00000236620	gene
USP9YP25	ENSG00000224866	gene
USP9YP29	ENSG00000232424	gene
U1	ENSG00000252681	gene
RAB9AP1	ENSG00000232910	gene
TRAPPC2P9	ENSG00000232845	gene
OFD1P11Y	ENSG00000237302	gene
TCEB1P9	ENSG00000231540	gene
CDY15P	ENSG00000223362	gene
XKRYP4	ENSG00000231026	gene
USP9YP13	ENSG00000224571	gene
USP9YP11	ENSG00000226369	gene
USP9YP12	ENSG00000227871	gene
U1	ENSG00000251917	gene
RAB9AP5	ENSG00000231423	gene
TRAPPC2P10	ENSG00000228465	gene
OFD1P12Y	ENSG00000232585	gene
TCEB1P10	ENSG00000234081	gene
CDY1B	ENSG00000172352	gene
CDY17P	ENSG00000231375	gene
USP9YP35	ENSG00000237467	gene
USP9YP31	ENSG00000229250	gene
CDY18P	ENSG00000232205	gene
AC023274.4	ENSG00000235981	gene
GOLGA6L11P	ENSG00000223698	gene
DNM1P24	ENSG00000242854	gene
AC023274.6	ENSG00000230977	gene
CSPG4P2Y	ENSG00000244231	gene
CSPG4P3Y	ENSG00000172342	gene
AC012005.2	ENSG00000172332	gene
GOLGA2P2Y	ENSG00000239533	gene
AC012005.1	ENSG00000252570	gene
Metazoa_SRP	ENSG00000242425	gene
UBE2Q2P4Y	ENSG00000225491	gene
LINC00265-2P	ENSG00000224827	gene
CICP2	ENSG00000233740	gene
LINC00266-2P	ENSG00000248792	gene
RBMY2XP	ENSG00000234399	gene
TTTY17B	ENSG00000227439	gene
TRIM60P5Y	ENSG00000224210	gene
ZNF736P12Y	ENSG00000232003	gene
TTTY4B	ENSG00000235412	gene
BPY2B	ENSG00000183795	gene
AC010153.3	ENSG00000240566	gene
